Timestamp,Color Name,Confidence Score
2025-03-17 12:45:31,Ruddy,0.84
2025-03-17 12:45:31,Ruddy,0.85
2025-03-17 12:45:31,Ruddy,0.84
2025-03-17 12:45:31,Ruddy,0.85
2025-03-17 12:45:31,Ruddy,0.84
2025-03-17 12:45:32,Ruddy,0.85
2025-03-17 12:45:32,Ruddy,0.85
2025-03-17 12:45:32,Ruddy,0.82
2025-03-17 12:45:32,Ruddy,0.85
2025-03-17 12:45:32,Ruddy,0.85
2025-03-17 12:45:32,Ruddy,0.86
2025-03-17 12:45:32,Ruddy,0.86
2025-03-17 12:45:32,Ruddy,0.83
2025-03-17 12:45:32,Ruddy,0.83
2025-03-17 12:45:32,Ruddy,0.86
2025-03-17 12:45:32,Ruddy,0.86
2025-03-17 12:45:32,Ruddy,0.85
2025-03-17 12:45:32,Ruddy,0.87
2025-03-17 12:45:32,Ruddy,0.87
2025-03-17 12:45:32,Ruddy,0.82
2025-03-17 12:45:32,Ruddy,0.85
2025-03-17 12:45:32,Ruddy,0.87
2025-03-17 12:45:32,Ruddy,0.86
2025-03-17 12:45:32,Ruddy,0.85
2025-03-17 12:45:32,Ruddy,0.86
2025-03-17 12:45:32,Ruddy,0.85
2025-03-17 12:45:32,Ruddy,0.86
2025-03-17 12:45:32,Ruddy,0.82
2025-03-17 12:45:32,Ruddy,0.85
2025-03-17 12:45:32,Ruddy,0.87
2025-03-17 12:45:32,Ruddy,0.86
2025-03-17 12:45:32,Ruddy,0.86
2025-03-17 12:45:32,Ruddy,0.85
2025-03-17 12:45:32,Ruddy,0.86
2025-03-17 12:45:32,Ruddy,0.85
2025-03-17 12:45:33,Ruddy,0.85
2025-03-17 12:45:33,Ruddy,0.87
2025-03-17 12:45:33,Ruddy,0.85
2025-03-17 12:45:33,Ruddy,0.83
2025-03-17 12:45:33,Ruddy,0.84
2025-03-17 12:45:33,Ruddy,0.83
2025-03-17 12:45:33,Ruddy,0.83
2025-03-17 12:45:33,Ruddy,0.85
2025-03-17 12:45:33,Ruddy,0.83
2025-03-17 12:45:33,Ruddy,0.85
2025-03-17 12:45:33,Ruddy,0.83
2025-03-17 12:45:33,Ruddy,0.87
2025-03-17 12:45:33,Ruddy,0.86
2025-03-17 12:45:33,Ruddy,0.83
2025-03-17 12:45:33,Candy Apple Red,0.86
2025-03-17 12:45:33,Candy Apple Red,0.83
2025-03-17 12:45:33,Candy Apple Red,0.88
2025-03-17 12:45:33,Red,0.84
2025-03-17 12:45:33,Red,0.87
2025-03-17 12:45:33,Candy Apple Red,0.86
2025-03-17 12:45:33,Ku Crimson,0.89
2025-03-17 12:45:33,Ku Crimson,0.90
2025-03-17 12:45:33,Ku Crimson,0.87
2025-03-17 12:45:33,Red,0.88
2025-03-17 12:45:33,Red,0.89
2025-03-17 12:45:33,Candy Apple Red,0.90
2025-03-17 12:45:33,Candy Apple Red,0.91
2025-03-17 12:45:33,Candy Apple Red,0.92
